#;NAME;PSRJ;RAJ;DECJ;PMRA;PMDEC;PX;POSEPOCH;ELONG;ELAT;PMELONG;PMELAT;Gl;Gb;RAJD;DECJD;P0;P1;F0;F1;F2;F3;PEPOCH;DM;DM1;RM;W50;W10;UNITS;TAU_SC;S400;S1400;S2000;BINARY;T0;PB;A1;OM;ECC;TASC;EPS1;EPS2;Minimum;Median;BINCOMP;DIST;DIST_DM;DMsin(b);ZZ;XX;YY;ASSOC;SURVEY;OSURVEY;DISC.;PSR;NGLT;
3034;B1937+21;J1939+2134;19:39:38.5;+21:34:59.1;0.074;-0.410;0.350;55656.00;301.973;42.297;;;57.509;-0.290;294.91067162;21.58308871;0.001558;1.05e-19;641.928222;-4.331e-14;;;55656.00;71.02;;-7.30;0.038;0.090;TCB;0.00;240.00;13.90;4.70;;;;;;;;;;;;;3.500;2.896;-0.36;-0.018;2.952;6.620;;ar2,ar3,ar4,palfa,gbncc;002002022400;1982;HE[tst+01];;
3035;J1939+2352g;J1939+2352g;19:39:49;+23:52;;;;;302.753;44.509;;;59.516;0.800;294.95416667;23.86666667;2.145340;;0.466127;;;;;415.50;;;;;TDB;;;0.01;;;;;;;;;;;;;;12.266;12.266;5.80;0.171;10.569;2.278;;fast_gpps;100000000000;2021;;;
3036;B1937+24;J1939+2449;19:39:05.5;+24:42:55.6;;;;50679.00;302.810;45.373;;;60.174;1.361;294.77331993;24.71544632;0.645302;1.83e-14;1.549661;-4.388e-14;9.300e-25;;50679.00;142.88;;76.20;24.000;34.000;TDB;;3.00;;;;;;;;;;;;;;;7.115;7.115;3.39;0.169;6.171;4.962;;ar2,ar3,palfa,gbncc;002002002400;1986;;;
3037;J1939+2609;J1939+2609;19:39:42.3;+26:09:36.3;;;;58823.00;303.505;46.742;;;61.501;1.951;294.92642208;26.16010833;0.466963;5.20e-18;2.141499;-2.385e-17;;;58823.00;47.30;;;4.000;;TDB;;;0.15;;;;;;;;;;;;;;2.683;2.683;1.61;0.091;2.357;7.221;;palfa,fast_gpps;100002000000;2022;;1;
3038;J1940+0239;J1940+0239;19:40:33;+02:36:41;;;;56413.00;297.603;23.674;;;40.945;-9.688;295.13750000;2.61138889;1.232240;;0.811530;;;;56413.00;87.20;;;48.000;60.000;TDB;;;;;;;;;;;;;;;;;5.292;5.292;-14.67;-0.891;3.419;4.560;;htru_pks,gbt350,lotaas,gbncc;022050000000;2019;;;
3039;J1940-0902;J1940-0902;19:40:54.5;-09:02:18.0;;;;57410.00;295.508;12.195;;;30.358;-15.063;295.22720833;-9.03833333;0.978468;1.88e-15;1.022006;-1.963e-15;;;57410.00;42.30;;;18.200;;TCB;;;0.23;;;;;;;;;;;;;;1.859;1.859;-10.99;-0.483;0.907;6.951;;pks_superb;010000000000;2020;;;
3040;J1940+2203g;J1940+2203g;19:40:49;+22:03;;;;;302.478;42.689;;;58.049;-0.296;295.20416667;22.05000000;11.906000;;0.083991;;;;;59.00;;;;;TDB;;;;;;;;;;;;;;;;;2.651;2.651;-0.31;-0.014;2.249;7.097;;fast_gpps;100000000000;2023;RRAT[zhx+23];;
3041;J1940+2231g;J1940+2231g;19:40:55;+22:31;;;;;302.656;43.138;;;58.467;-0.086;295.22916667;22.51666667;5.682000;;0.175994;;;;;198.00;;;;;TDB;;;;;;;;;;;;;;;;;7.596;7.596;-0.30;-0.011;6.474;4.527;;fast_gpps;100000000000;2023;RRAT[zhx+23];;
3042;J1940+2245;J1940+2245;19:40:27.6;+22:45:46.6;;;;56700.00;302.594;43.402;;;58.629;0.127;295.11518333;22.76295000;0.258912;1.27e-14;3.862316;-1.896e-13;;;56700.00;222.40;;;13.000;;TDB;;;0.15;;;;;;;;;;;;;;8.081;8.081;0.49;0.018;6.900;4.293;;palfa;000002000000;2015;;;
3043;J1940+2337;J1940+2337;19:40:35.4;+23:37:46.5;;;;54560.00;302.916;44.237;;;59.397;0.529;295.14785833;23.62958333;0.546824;7.68e-14;1.828741;-2.568e-13;;;54560.00;252.10;;;12.000;;TDB;;;0.07;;;;;;;;;;;;;;8.468;8.468;2.33;0.078;7.288;4.189;;palfa;000002000000;2013;;;
3044;J1940-24;J1940-24;19:40;-24;;;;;292.734;-2.512;;;15.854;-20.883;295.00000000;-24.00000000;0.098200;;10.183299;;;;;53.40;;;2.000;4.000;TDB;;;;;;;;;;;;;;;;;3.905;3.905;-19.03;-1.392;0.997;4.990;;gbncc;002000000000;2020;;;
3045;J1940-2403;J1940-2403;19:40:30;-24:03;;;;49000.00;292.838;-2.581;;;15.848;-21.007;295.12500000;-24.05000000;1.855276;;0.539003;;;;49000.00;63.30;;;40.000;70.000;TDB;;;;;;;;;;;;;;;;;6.306;6.306;-22.69;-2.261;1.608;2.837;;htru_pks,gbncc;002010000000;1998;;;
3046;J1940+26;J1940+26;19:40:13;+26:01;;;;59253.18;303.616;46.575;;;61.432;1.780;295.05416667;26.01666667;0.004814;;207.747779;;;;59253.18;171.64;;;;;TDB;;;;;;;;;;;;;;;;;7.924;7.924;5.33;0.246;6.956;4.713;;palfa,fast_gpps;100002000000;2021;;;
3047;J1941+0121;J1941+0121;19:41:16.0;+01:21:39.5;;;;55026.00;297.544;22.412;;;39.909;-10.434;295.31682917;1.36097222;0.217317;1.91e-16;4.601563;-4.051e-15;;;55026.00;51.87;;-92.00;20.000;34.000;TDB;;;;;;;;;;;;;;;;;2.097;2.097;-9.39;-0.380;1.323;6.918;;pks70,gbncc;002000004000;2013;;;
3048;J1941+1026;J1941+1026;19:41:32.3;+10:26:25.6;;;;49079.50;299.569;31.311;;;48.004;-6.153;295.38472500;10.44044444;0.905394;9.96e-16;1.104492;-1.215e-15;;;49079.50;138.91;;-126.30;8.900;31.000;TDB;;1.80;;;;;;;;;;;;;;;7.971;7.971;-14.89;-0.854;5.890;3.197;;ar3;000000002000;1995;;;
3049;J1941+1341;J1941+1341;19:41:04.8;+13:41:30.4;;;;53041.00;300.224;34.517;;;50.799;-4.468;295.27027917;13.69177778;0.559084;1.24e-15;1.788640;-3.963e-15;;;53041.00;147.90;;;19.000;33.000;TDB;;;0.17;;;;;;;;;;;;;;5.459;5.459;-11.52;-0.425;4.217;5.060;;pksmb;000000040000;2006;;;
3050;J1941+2525;J1941+2525;19:41:20.8;+25:25:05.3;;;;54920.00;303.761;45.932;;;61.037;1.263;295.33666667;25.41813889;2.306153;1.61e-13;0.433623;-3.024e-14;;;54920.00;314.40;;;35.600;;TDB;;;0.24;;;;;;;;;;;;;;11.168;11.168;6.93;0.246;9.769;3.093;;palfa;000002000000;2013;;;
3051;B1937-26;J1941-2602;19:41:00.4;-26:02:05.7;12.000;-10.000;;50076.00;292.614;-4.556;;;13.901;-21.824;295.25169583;-26.03493056;0.402858;9.56e-16;2.482265;-5.891e-15;-7.800e-27;;50076.00;50.04;;-33.50;3.100;11.000;TDB;;13.00;1.90;;;;;;;;;;;;;;3.564;3.564;-18.60;-1.325;0.795;5.288;;mol2,pks70,pkssw;000000104010;1978;;;
3052;J1941+4320;J1941+4320;19:41:58.9;+43:20:06.3;;;;56375.00;313.548;62.972;;;76.846;9.864;295.49548169;43.33509027;0.840906;1.15e-15;1.189193;-1.622e-15;;;56375.00;79.36;;;15.000;30.000;TDB;;;;;;;;;;;;;;;;;6.514;6.514;13.60;1.116;6.249;7.039;;gbncc,lotaas;022000000000;2014;;;
3053;J1942+0147;J1942+0147;19:42:27;+01:50:11;;;;56582.00;297.954;22.824;;;40.477;-10.472;295.61250000;1.83638889;1.405040;;0.711724;;;;56582.00;133.30;;;40.000;;TDB;;;;;;;;;;;;;;;;;25.000;25.000;-24.23;-4.544;15.958;-10.200;;ar327,htru_pks;001010000000;2016;;;
3054;B1939+17;J1942+1743;19:42:01.0;+17:43:28.3;;;;51600.00;301.562;38.411;;;54.427;-2.680;295.50429167;17.72452778;0.696262;1.01e-16;1.436241;-2.083e-16;;;51600.00;190.00;;;65.000;92.000;TDB;0.00;2.80;;;;;;;;;;;;;;;4.915;4.915;-8.88;-0.230;3.993;5.644;;ar1,ar3;000000002004;1975;;;
3055;J1942-2019;J1942-2019;19:42:50.3;-20:19:23;;;;57392.00;294.008;0.999;;;19.758;-20.120;295.70975000;-20.32305556;0.275133;1.23e-17;3.634609;-1.630e-16;;;57392.00;59.90;;-17.00;16.900;;TCB;;;0.54;;;;;;;;;;;;;;4.965;4.965;-20.60;-1.708;1.576;4.112;;pks_superb;010000000000;2020;;;
3056;J1942+3941;J1942+3941;19:42:22.0;+39:41:41.4;;;;58651.00;310.978;59.546;;;73.641;8.066;295.59187500;39.69483333;1.353291;7.14e-17;0.738939;-3.900e-17;;;58651.00;104.50;;;75.310;113.630;TDB;;;;;;;;;;;;;;;;;8.665;8.665;14.66;1.216;8.232;6.084;;fast_crafts;040000000000;2021;;;
3057;J1942+8106;J1942+8106;19:42:54.6;+81:06:17.3;;;;56500.00;75.796;74.124;;;113.371;24.825;295.72783363;81.10481316;0.203558;3.69e-17;4.912594;-8.900e-16;;;56500.00;40.24;;;3.000;6.000;TDB;;;;;;;;;;;;;;;;;3.478;3.478;16.89;1.460;2.898;9.752;;gbncc,lotaas;022000000000;2014;;;
3058;J1943+0609;J1943+0609;19:43:29.1;+06:09:57.6;;;;51650.00;299.144;27.025;;;44.465;-8.641;295.87138333;6.16600000;0.446226;4.66e-16;2.241015;-2.340e-15;;;51650.00;70.76;;-11.00;3.500;21.000;TDB;;;0.70;;;;;;;;;;;;;;3.269;3.269;-10.63;-0.491;2.264;6.193;;pkssw,ar4,lotaas;020000120000;2001;;;
3059;B1940-12;J1943-1237;19:43:25.4;-12:37:42.4;;;;48717.00;295.490;8.552;;;27.255;-17.158;295.85617215;-12.62844944;0.972429;1.66e-15;1.028353;-1.751e-15;-2.900e-28;;48717.00;28.92;;-75.40;11.000;22.000;TDB;0.00;12.90;1.20;;;;;;;;;;;;;;1.204;1.204;-8.53;-0.355;0.527;7.477;;mol2,gb2,pks70,pkssw;000000104050;1978;;;
3060;J1943+2210;J1943+2210;19:43:16.4;+22:10:23.1;;;;56404.00;303.270;42.676;;;58.439;-0.730;295.81871250;22.17309750;0.005084;8.79e-21;196.688796;-3.400e-16;;;56404.00;174.09;;;;;TDB;;;0.04;;ELL1;;8.3115;8.0641;119.25;2.865e-06;56392.7365;2.500e-06;-1.400e-06;0.2786;0.3282;CO;6.774;6.774;-2.22;-0.086;5.772;4.955;;palfa;000002000000;2015;;;
3061;J1943+5815;J1943+5815;19:43:23.1;+58:15:53.0;;;;59465.00;337.282;75.605;;;90.634;16.416;295.84656250;58.26474444;1.270847;4.09e-16;0.786877;-2.534e-16;;;59465.00;71.00;;;;;TDB;;;;;;;;;;;;;;;;;7.780;7.780;20.06;2.199;7.462;8.583;;chime;200000000000;2023;;;
3062;J1944+0907;J1944+0907;19:44:09.3;+09:07:23.0;14.007;-22.592;0.600;56209.00;299.995;29.891;9.170;-24.950;47.160;-7.357;296.03887491;9.12306353;0.005185;1.73e-20;192.856521;-6.448e-16;;;56209.00;24.35;;-37.80;0.500;2.500;TDB;;21.00;2.10;;;;;;;;;;;;;;1.218;1.218;-3.12;-0.156;0.886;7.679;;ar4;000000020000;2005;;;
3063;J1944-10;J1944-10;19:44;-10:17;;;;56657.00;296.050;10.836;;;29.535;-16.289;296.00000000;-10.28333333;0.409135;;2.444181;;;;56657.00;31.01;;;;;TDB;;;;;;;;;;;;;;;;;1.282;1.282;-8.70;-0.360;0.607;7.429;;gbt350;000040000000;2015;RRAT;;
3064;B1941-17;J1944-1750;19:44:05.2;-17:50:11;;;;49905.00;294.731;3.397;;;22.314;-19.426;296.02183272;-17.83640601;0.841158;9.86e-16;1.188838;-1.394e-15;1.410e-26;;49905.00;56.32;;-40.00;22.900;30.500;TDB;;7.50;0.30;;;;;;;;;;;;;;4.121;4.121;-18.73;-1.371;1.476;4.905;;mol2,pks70,pkssw;000000104010;1978;;;
3065;B1942+17;J1944+1755;19:44:31.8;+17:55:42.4;;;;51600.00;302.364;38.477;;;54.902;-3.098;296.13250000;17.92844444;1.996899;7.30e-16;0.500776;-1.831e-16;;;51600.00;175.00;;-276.60;20.000;189.000;TDB;;1.90;;;;;;;;;;;;;;;4.877;4.877;-9.46;-0.264;3.984;5.700;;ar1,ar4;000000020004;1975;;;
3066;J1944+2236;J1944+2236;19:44:01.0;+22:36:22.6;;;;55415.00;303.638;43.056;;;58.900;-0.663;296.00446125;22.60628333;0.003618;7.46e-21;276.396328;-5.700e-16;;;55415.00;185.45;;;;;TDB;;;0.11;;;;;;;;;;;;;;7.600;7.600;-2.15;-0.088;6.507;4.575;;palfa;000002000000;2012;;;
3067;B1942-00;J1945-0040;19:45:28.3;-00:40:58.1;;;;48103.00;298.245;20.208;;;38.565;-12.317;296.36832210;-0.68279835;1.045632;5.35e-16;0.956359;-4.890e-16;5.300e-29;;48103.00;59.71;;-45.00;54.000;74.000;TDB;;6.00;0.80;;;;;;;;;;;;;;3.164;3.164;-12.74;-0.675;1.927;6.083;;mol2,gb2,pks70,pkssw,lotaas,gbncc;022000104050;1978;;;
3068;J1945+07;J1945+07;19:45:55;+07:17;;;;56042.00;300.060;28.001;;;45.750;-8.631;296.47916667;7.28333333;1.073900;;0.931185;;;;56042.00;62.00;;;;;TDB;;;;;;;;;;;;;;;;;2.575;2.575;-9.30;-0.386;1.824;6.724;;ar327,lotaas;021000000000;2013;;;
3069;J1945+1211;J1945+1211;19:45:11.5;+12:11:46.2;;;;58298.00;301.027;32.846;;;49.984;-6.075;296.29816667;12.19616667;4.756796;3.78e-15;0.210226;-1.670e-16;;;58298.00;92.70;;-21.40;48.800;396.000;TDB;;;0.63;;;;;;;;;;;;;;3.771;3.771;-9.81;-0.399;2.872;6.089;;fast_crafts;040000000000;2020;;;
3070;B1943+18;J1945+1834;19:45:36.1;+18:34:20.1;;;;51600.00;302.868;39.047;;;55.588;-2.998;296.40041667;18.57225000;1.068708;2.42e-16;0.935710;-2.119e-16;;;51600.00;217.70;;28.50;23.000;49.000;TDB;0.00;1.20;;;;;;;;;;;;;;;7.351;7.351;-11.39;-0.384;6.056;4.351;;ar1;000000000004;1975;;;
3071;J1946-09;J1946-09;19:46;-09;;;;;296.780;12.010;;;30.962;-16.179;296.50000000;-9.00000000;0.091200;;10.964912;;;;;50.63;;;5.000;8.000;TDB;;;;;;;;;;;;;;;;;2.865;2.865;-14.11;-0.798;1.416;6.141;;gbncc;002000000000;2020;;;
3072;J1946-1312;J1946-1312;19:46:57.8;-13:12:36.4;;;;53000.00;296.242;7.826;;;27.079;-18.184;296.74095417;-13.21011111;0.491865;1.99e-15;2.033076;-8.211e-15;;;53000.00;63.04;;;12.000;19.000;TDB;;;0.30;;;;;;;;;;;;;;5.000;5.000;-19.67;-1.560;2.162;4.270;;pkssw,gbncc;002000100000;2009;;;
3073;J1946+14;J1946+14;19:46:52;+14:42;;;;57022.00;302.155;35.205;;;52.373;-5.191;296.71666667;14.70000000;2.282440;;0.438128;;;;57022.00;50.30;;;50.000;;TDB;;;;;;;;;;;;;;;;;2.092;2.092;-4.55;-0.189;1.650;7.228;;ar327;001000000000;2016;;;
3074;B1944+17;J1946+1805;19:46:53.0;+18:05:41.2;1.000;-9.000;;48790.00;303.109;38.513;;;55.326;-3.500;296.72101667;18.09478889;0.440618;2.41e-17;2.269537;-1.241e-16;2.000e-29;;48790.00;16.14;;-45.34;32.000;51.000;TDB;0.00;40.00;10.00;;;;;;;;;;;;;;0.300;1.005;-0.99;-0.018;0.246;8.330;;mol1,jb1,ar1,mol2,ar2,ar3,ar4,gb4,l;020000032417;1970;;;
3075;J1946+2052;J1946+2052;19:46:14.1;+20:52:24.6;;;;57989.00;303.757;41.251;;;57.657;-1.975;296.55887500;20.87351111;0.016960;9.20e-19;58.961655;-3.200e-15;;;57989.00;93.97;;;;;TDB;;;0.06;;DD;57989.0029;0.0785;1.1543;132.88;6.385e-02;;;;1.2051;1.4948;NS[sfc+18];3.510;3.510;-3.24;-0.121;2.964;6.623;;palfa;000002000000;2018;;;
3076;B1944+22;J1946+2244;19:46:24.8;+22:44:59.4;;;;42854.50;304.419;43.062;;;59.301;-1.070;296.60370833;22.74983333;1.334450;8.89e-16;0.749372;-4.992e-16;;;42854.50;141.50;;2.00;18.000;37.000;TDB;0.00;3.00;0.17;;;;;;;;;;;;;;6.060;6.060;-2.64;-0.113;5.210;5.407;;ar1,palfa,gbncc;002002000004;1975;;;
3077;J1946+24;J1946+24;19:46:00;+23:58;;;;54466.00;304.705;44.265;;;60.306;-0.376;296.50000000;23.96666667;4.729000;;0.211461;;;;54466.00;96.00;;;4.000;;TDB;;;;;;;;;;;;;;;;;4.296;4.296;-0.63;-0.028;3.732;6.372;;palfa;000002000000;2009;RRAT;;
3078;J1946+2535;J1946+2535;19:46:49.1;+25:35:51.5;;;;54810.00;305.542;45.796;;;61.809;0.283;296.70458333;25.59763889;0.515167;5.64e-15;1.941118;-2.125e-14;;;54810.00;248.81;;57.00;8.600;;TDB;;;0.48;;;;;;;;;;;;;;8.305;8.305;1.23;0.041;7.320;4.577;;palfa;000002000000;2013;;;
3079;J1946+2611;J1946+2611;19:46:45.8;+26:11:49.2;;;;49079.50;305.747;46.379;;;62.321;0.595;296.69087500;26.19700000;0.435060;2.20e-14;2.298532;-1.161e-13;;;49079.50;165.00;;-83.90;;;TDB;;1.50;0.70;;;;;;;;;;;;;;7.555;7.555;1.71;0.078;6.690;4.991;;ar3,ar4,palfa;000002022000;1995;;;
3080;B1943-29;J1946-2913;19:46:51.7;-29:13:47.1;19.000;-33.000;;48736.00;293.335;-7.929;;;11.108;-24.121;296.71555833;-29.22975000;0.959448;1.49e-15;1.042266;-1.617e-15;-1.260e-27;;48736.00;44.31;;-28.00;10.000;23.000;TDB;;9.30;0.50;;;;;;;;;;;;;;3.125;3.125;-18.11;-1.277;0.549;5.701;;mol2,pks70,pkssw;000000104010;1978;;;
3081;J1946+3417;J1946+3417;19:46:25.1;+34:17:14.6;-7.678;4.581;-0.300;57449.00;309.199;54.166;-5.920;6.700;69.294;4.713;296.60470790;34.28741392;0.003170;3.16e-21;315.443564;-3.148e-16;;;57449.00;110.18;;4.60;;;TDB;;;0.90;0.61;DD;57440.9117;27.0199;13.8686;223.37;1.345e-01;;;;0.2124;0.2490;He[ft14];6.940;6.940;9.05;0.570;6.470;6.055;GRS:[sbc+19];htru_eff,FermiAssoc;000420000000;2013;HE[sbc+19];;
3082;J1946-5403;J1946-5403;19:46:34.4;-54:03:42.5;;;;56657.00;288.140;-32.288;;;343.885;-29.580;296.64373750;-54.06180833;0.002710;;369.003690;;;;56657.00;23.73;;12.90;;;TDB;;;0.35;;BT;;0.1300;0.0435;;;;;;0.0214;0.0248;;1.150;1.150;-11.71;-0.568;-0.278;7.539;GRS:4FGL_J1946.5-5402[aab+22];FermiAssoc;000020000000;2015;HE[ckr+15];;
3083;J1947+0915;J1947+0915;19:47:46.2;+09:15:08.0;;;;51650.00;301.033;29.835;;;47.713;-8.073;296.94258333;9.25222222;1.480744;4.78e-16;0.675336;-2.180e-16;;;51650.00;94.00;;;28.000;59.000;TDB;;;0.20;;;;;;;;;;;;;;5.154;5.154;-13.20;-0.724;3.775;5.067;;pkssw;000000100000;2001;;;
3084;J1947+10;J1947+10;19:47:36;+10:44;;;;49717.00;301.345;31.292;;;48.995;-7.309;296.90000000;10.73333333;1.110944;;0.900135;;;;49717.00;149.00;;;;;TDB;;;;;;;;;;;;;;;;;10.851;10.851;-18.96;-1.380;8.122;1.438;;ar4;000000020000;1996;;;
3085;J1947-18;J1947-18;19:47:31;-18:58:12;;;;56485.00;295.331;2.137;;;21.541;-20.617;296.87916667;-18.97000000;0.002603;;384.138167;;;;56485.00;25.00;;;;;TDB;;;;;;;;;;;;;;;;;1.101;1.101;-8.80;-0.388;0.378;7.541;;htru_pks;000010000000;2019;;;
3086;J1947+1957;J1947+1957;19:47:19.4;+19:57:08.3;;;;55190.00;303.797;40.295;;;56.987;-2.658;296.83097917;19.95233056;0.157509;5.23e-16;6.348862;-2.106e-14;;;55190.00;185.80;;;6.000;;TDB;;;0.08;;;;;;;;;;;;;;6.767;6.767;-8.62;-0.314;5.668;4.817;;palfa;000002000000;2013;;1;
3087;J1947+2011g;J1947+2011g;19:47:47;+20:11;;;;;304.007;40.494;;;57.242;-2.635;296.94583333;20.18333333;0.008170;;122.399021;;;;;127.40;;;;;TDB;;;0.01;;;;;;;;;;;;;;4.283;4.283;-5.86;-0.197;3.598;6.185;;fast_gpps;100000000000;2021;;;
3088;J1947-4215;J1947-4215;19:47:06;-42:15;;;;49000.00;290.888;-20.733;;;357.183;-27.712;296.77500000;-42.25000000;1.798069;;0.556152;;;;49000.00;35.00;;;72.000;90.000;TDB;;7.00;;;;;;;;;;;;;;;2.202;2.202;-16.28;-1.024;-0.096;6.553;;pks70;000000004000;1998;;;
3089;J1947-43;J1947-43;19:47;-43:00;;;;56657.00;290.715;-21.465;;;356.350;-27.855;296.75000000;-43.00000000;0.180940;;5.526694;;;;56657.00;29.90;;;;;TDB;;;;;;;;;;;;;;;;;1.625;1.625;-13.97;-0.759;-0.091;7.066;;ghrss;004000000000;2016;;;
3090;J1948+1808;J1948+1808;19:48:22.1;+18:08:30.1;;;;58861.00;303.561;38.477;;;55.544;-3.782;297.09220417;18.14170833;0.394354;2.27e-16;2.535790;-1.460e-15;;;58861.00;256.16;;;15.000;;TDB;;;0.08;;;;;;;;;;;;;;11.335;11.335;-16.90;-0.748;9.326;2.101;;palfa;000002000000;2022;;;
3091;J1948+2314g;J1948+2314g;19:48:40;+23:14;;;;;305.273;43.403;;;59.980;-1.273;297.16666667;23.23333333;1.471000;;0.679810;;;;;184.00;;;;;TDB;;;;;;;;;;;;;;;;;7.917;7.917;-4.09;-0.176;6.853;4.540;;fast_gpps;100000000000;2023;RRAT[zhx+23];;
3092;J1948+2333;J1948+2333;19:48:19.3;+23:33:03.2;;;;56050.00;305.277;43.730;;;60.214;-1.045;297.08048750;23.55089722;0.528352;1.36e-14;1.892677;-4.864e-14;;;56050.00;198.20;;;5.200;;TDB;;;0.28;;;;;;;;;;;;;;8.048;8.048;-3.61;-0.147;6.984;4.503;;palfa;000002000000;2017;;;
3093;J1948+2438g;J1948+2438g;19:48:23;+24:38;;;;;305.678;44.774;;;61.155;-0.509;297.09583333;24.63333333;1.903000;;0.525486;;;;;450.00;;;;;TDB;;;;;;;;;;;;;;;;;17.001;17.001;-4.00;-0.151;14.891;0.298;;fast_gpps;100000000000;2023;RRAT[zhx+23];;
3094;J1948+2551;J1948+2551;19:48:17.5;+25:51:51.9;;;;54930.00;306.101;45.968;;;62.207;0.131;297.07324583;25.86443056;0.196627;9.02e-15;5.085776;-2.334e-13;;;54930.00;289.27;;;9.200;;TDB;;;0.62;;;;;;;;;;;;;;8.698;8.698;0.66;0.020;7.695;4.444;;palfa;000002000000;2013;;;
3095;J1948-27;J1948-27;19:48;-27;;;;;293.990;-5.782;;;13.501;-23.624;297.00000000;-27.00000000;0.332000;;3.012048;;;;;57.85;;;6.000;11.000;TDB;;;;;;;;;;;;;;;;;6.425;6.425;-23.18;-2.575;1.374;2.776;;gbncc;002000000000;2020;;;
3096;J1948+2819;J1948+2819;19:48:38.3;+28:19:20.0;;;;58102.00;307.175;48.317;;;64.366;1.307;297.15995833;28.32223889;0.932693;6.13e-14;1.072164;-7.042e-14;;;58102.00;303.00;;;13.000;;TDB;;;0.05;;;;;;;;;;;;;;11.042;11.042;6.91;0.252;9.953;3.724;;palfa;000002000000;2022;;;
3097;B1946+35;J1948+3540;19:48:25.0;+35:40:11.0;-12.600;0.700;;49449.00;310.619;55.352;;;70.702;5.047;297.10419458;35.66973806;0.717311;7.06e-15;1.394095;-1.372e-14;7.900e-27;;49449.00;129.37;;118.96;19.300;50.300;TDB;0.00;145.00;8.30;;;;;;;;;;;;;;7.650;7.650;11.38;0.673;7.192;5.982;;jb1,gb1,gb2,ar4,gb4,gbncc,lotaas;022000030062;1970;;;
3098;J1949+2306;J1949+2306;19:49:07.3;+23:06:55.5;;;;54910.00;305.371;43.262;;;59.931;-1.423;297.28050000;23.11541667;1.319373;1.23e-16;0.757936;-7.072e-17;;;54910.00;196.30;;;22.000;;TDB;;;0.10;;;;;;;;;;;;;;8.106;8.106;-4.88;-0.201;7.013;4.440;;palfa;000002000000;2013;;;
3099;J1949+2516g;J1949+2516g;19:49:37;+25:16;;;;;306.291;45.314;;;61.843;-0.429;297.40416667;25.26666667;0.410340;;2.437003;;;;;425.70;;;;;TDB;;;0.01;;;;;;;;;;;;;;15.085;15.085;-3.19;-0.113;13.299;1.382;;fast_gpps;100000000000;2021;;;
3100;B1946-25;J1949-2524;19:49:25.4;-25:24:01;;;;48106.00;294.598;-4.267;;;15.260;-23.380;297.35589428;-25.40027268;0.957617;3.27e-15;1.044259;-3.566e-15;2.100e-28;;48106.00;23.07;;-13.00;10.000;21.000;TDB;;5.20;0.40;;;;;;;;;;;;;;1.046;1.046;-9.15;-0.415;0.253;7.574;;mol2,pks70;000000004010;1978;;;
3101;J1949+3106;J1949+3106;19:49:29.6;+31:06:03.8;-2.894;-5.093;;56000.00;308.657;50.931;;;66.858;2.554;297.37348942;31.10105723;0.013138;9.39e-20;76.114025;-5.441e-16;;;56000.00;164.13;;230.00;;;TDB;;;0.23;;DDGR;56000.5874;1.9495;7.2887;207.86;4.312e-05;;;;0.7956;0.9669;CO[dfc+12];7.468;7.468;7.31;0.333;6.860;5.568;;palfa;000002000000;2012;;;
3102;J1949+3426;J1949+3426;19:49:13.6;+34:26:33.8;;;;56921.00;310.222;54.135;;;69.720;4.288;297.30696250;34.44274722;0.388539;2.02e-16;2.573743;-1.339e-15;;;56921.00;228.20;;;17.000;53.000;TDB;0.00;;;;;;;;;;;;;;;;12.347;12.347;17.06;0.923;11.549;4.232;;gbncc;002000000000;2019;;;
3103;J1950+05;J1950+05;19:50:58;+05:35;;;;49717.00;301.051;26.082;;;44.857;-10.552;297.74166667;5.58333333;0.455934;;2.193300;;;;49717.00;71.00;;;;;TDB;;;;;;;;;;;;;;;;;3.939;3.939;-13.00;-0.721;2.731;5.755;;ar4;000000020000;1996;;;
3104;J1950+2352g;J1950+2352g;19:50:56;+23:52;;;;;306.189;43.884;;;60.790;-1.399;297.73333333;23.86666667;0.319760;;3.127346;;;;;342.50;;;;;TDB;;;0.03;;;;;;;;;;;;;;13.339;13.339;-8.36;-0.326;11.639;1.992;;fast_gpps;100000000000;2021;;;
3105;J1950+2414;J1950+2414;19:50:45.0;+24:14:56.9;-2.120;-3.640;;56000.00;306.270;44.264;;;61.098;-1.169;297.68776525;24.24915664;0.004305;1.88e-20;232.300152;-1.015e-15;;;56000.00;142.08;;;0.340;;TDB;;;0.16;;DDGR;56001.3656;22.1914;14.2199;274.47;7.981e-02;;;;0.2525;0.2969;He[kls+15];7.269;7.269;-2.90;-0.148;6.362;4.987;GRS:4FGL_J1950.6+2416[aab+22];palfa,FermiAssoc;000022000000;2015;HE[kls+15,aab+22];;
3106;J1950+2556g;J1950+2556g;19:50:04;+25:56;;;;;306.681;45.930;;;62.468;-0.178;297.51666667;25.93333333;2.038640;;0.490523;;;;;420.40;;;;;TDB;;;0.02;;;;;;;;;;;;;;14.546;14.546;-1.31;-0.045;12.899;1.776;;fast_gpps;100000000000;2021;;;
3107;J1950+3001;J1950+3001;19:50:53.6;+30:01:42.7;;;;58162.00;308.625;49.817;;;66.087;1.749;297.72366667;30.02852778;2.788918;1.49e-13;0.358562;-1.916e-14;;;58162.00;249.00;;;6.000;;TDB;;;0.24;;;;;;;;;;;;;;8.759;8.759;7.60;0.267;8.003;4.951;;palfa;000002000000;2022;;;
