#;NAME;PSRJ;RAJ;DECJ;PMRA;PMDEC;PX;POSEPOCH;ELONG;ELAT;PMELONG;PMELAT;Gl;Gb;RAJD;DECJD;P0;P1;F0;F1;F2;F3;PEPOCH;DM;DM1;RM;W50;W10;UNITS;TAU_SC;S400;S1400;S2000;BINARY;T0;PB;A1;OM;ECC;TASC;EPS1;EPS2;Minimum;Median;BINCOMP;DIST;DIST_DM;DMsin(b);ZZ;XX;YY;ASSOC;SURVEY;OSURVEY;DISC.;PSR;NGLT;
3108;J1951+1123;J1951+1123;19:51:08.2;+11:23:25.2;;;;49079.50;302.505;31.748;;;50.003;-7.738;297.78437500;11.39033333;5.094083;3.03e-15;0.196306;-1.168e-16;;;49079.50;31.29;;-52.80;25.000;50.000;TDB;;1.20;;;;;;;;;;;;;;;1.513;1.513;-4.21;-0.204;1.149;7.536;;ar3,ar4;000000022000;1995;;;
3109;J1951+4724;J1951+4724;19:51:07.4;+47:24:35.1;;;;58481.45;320.884;66.012;;;81.260;10.405;297.78104167;47.40975000;0.181928;3.01e-14;5.496692;-9.102e-13;;;58481.45;104.35;;;48.260;72.800;TDB;;;;;;;;;;;;;;;;;9.442;9.442;18.85;1.705;9.179;7.089;;fast_crafts;040000000000;2021;;;
3110;B1949+14;J1952+1410;19:52:06.1;+14:07:29.4;;;;50110.00;303.503;34.362;;;52.509;-6.576;298.02564690;14.12482869;0.275026;1.28e-16;3.636024;-1.694e-15;-2.400e-29;;50110.00;31.51;;-11.50;5.100;;TDB;;6.00;;;;;;;;;;;;;;;1.586;1.586;-3.61;-0.182;1.250;7.541;;ar2,lotaas;020000000400;1986;;;
3111;J1952+2513;J1952+2513;19:52:20.7;+25:13:44.1;;;;55731.00;307.122;45.115;;;62.125;-0.980;298.08640833;25.22891667;1.077647;1.06e-15;0.927947;-9.169e-16;;;55731.00;246.90;;;19.000;;TDB;;;0.03;;;;;;;;;;;;;;8.418;8.418;-4.22;-0.144;7.440;4.565;;palfa;000002000000;2022;;;
3112;J1952+2630;J1952+2630;19:52:36.8;+26:30:28.0;-2.570;-5.380;;55407.00;307.697;46.331;;;63.254;-0.376;298.15350097;26.50780119;0.020732;4.27e-18;48.233775;-9.938e-15;;;55407.00;315.32;;-145.79;1.300;;TDB;;;0.09;;ELL1H+;;0.3919;2.7982;288.43;4.111e-05;55407.3026;-3.900e-05;1.300e-05;0.9257;1.1328;CO[ltk+14];10.031;10.031;-2.07;-0.066;8.958;3.986;;palfa;000002000000;2011;;;
3113;J1952+2702g;J1952+2702g;19:52:18;+27:02;;;;;307.808;46.855;;;63.669;-0.046;298.07500000;27.03333333;0.004140;;241.545894;;;;;213.10;;;;;TDB;;;0.01;;;;;;;;;;;;;;7.803;7.803;-0.17;-0.006;6.993;5.039;;fast_gpps;100000000000;2021;;;
3114;J1952+2836g;J1952+2836g;19:52:48;+28:36;;;;;308.612;48.329;;;65.071;0.662;298.20000000;28.60000000;0.018020;;55.493896;;;;;313.00;;;;;TDB;;;0.10;;;;;;;;;;;;;;10.450;10.450;3.62;0.121;9.476;4.096;;fast_gpps;100000000000;2021;;;
3115;J1952+3021;J1952+3021;19:52:19.6;+30:21:20.0;;;;57821.00;309.233;50.040;;;66.526;1.650;298.08206667;30.35555556;1.665665;1.08e-14;0.600361;-3.902e-15;;;57821.00;189.10;;;26.000;;TDB;;;0.02;;;;;;;;;;;;;;7.485;7.485;5.44;0.216;6.863;5.520;;palfa,lotaas;020002000000;2018;;;
3116;B1951+32;J1952+3252;19:52:58.2;+32:52:40.5;-28.800;-14.700;;52793.00;310.649;52.406;;;68.765;2.823;298.24252500;32.87791944;0.039531;5.84e-15;25.296479;-3.740e-12;1.462e-23;;49845.00;45.01;;-182.00;4.700;9.600;TDB;0.00;7.00;1.00;;;;;;;;;;;;;;3.000;3.221;2.22;0.148;2.793;7.415;GRS:4FGL_J1952.9+3252[aab+22],SNR:CTB80;misc,lotaas,FermiBlind;020004400000;1988;HE[sof95,aaa+10m];6;
3117;J1953+1149;J1953+1149;19:53:47.4;+11:49:42.6;;;;49079.50;303.365;32.032;;;50.714;-8.083;298.44779167;11.82850000;0.851890;2.86e-15;1.173860;-3.948e-15;;;49079.50;140.03;;;13.000;23.000;TDB;;2.20;;;;;;;;;;;;;;;10.520;10.520;-19.69;-1.479;8.062;1.905;;ar3,ar4;000000022000;1995;;;
3118;J1953+1844g;J1953+1844g;19:53:44;+18:44;;;;;305.323;38.750;;;56.701;-4.579;298.43333333;18.73333333;0.004440;;225.225225;;;;;113.10;;;;;TDB;;;0.12;;;;;;;;;;;;;;4.353;4.353;-9.03;-0.348;3.627;6.118;;fast_gpps;100000000000;2021;;;
3119;J1953+1846A;J1953+1846A;19:53:46.5;+18:46:45;-3.416;-2.656;0.251;53735.00;305.349;38.792;;;56.746;-4.564;298.44375000;18.77916667;0.004888;;204.582651;;;;53735.00;117.00;;;0.490;;TDB;;;0.06;;BT;;0.1767;0.0782;;;;;;0.0315;0.0365;UL[hrs+07];4.000;4.507;-9.31;-0.318;3.334;6.314;GC:M71(NGC6838)[hrs+07];misc;000000400000;2007;;;
3120;J1953+1846B;J1953+1846B;19:53:46.5;+18:46:45;-3.416;-2.656;0.251;;305.349;38.792;;;56.746;-4.564;298.44375000;18.77916667;0.079900;;12.515645;;;;;119.00;;;;;TDB;;;;;;;;;;;;;;;;;4.000;4.585;-9.47;-0.318;3.334;6.314;GC:M71(NGC6838)[pqm+21];fast_crafts;040000000000;2021;BINARY(?)[pqm+21];;
3121;J1953+1846C;J1953+1846C;19:53:46.5;+18:46:45;-3.416;-2.656;0.251;;305.349;38.792;;;56.746;-4.564;298.44375000;18.77916667;0.028930;;34.566194;;;;;116.20;;;;;TDB;;;;;;;;;;;;;;;;;4.000;4.476;-9.25;-0.318;3.334;6.314;GC:M71(NGC6838)[pqm+21];fast_crafts;040000000000;2021;BINARY(?)[pqm+21];;
3122;J1953+1846D;J1953+1846D;19:53:46.5;+18:46:45;-3.416;-2.656;0.251;;305.349;38.792;;;56.746;-4.564;298.44375000;18.77916667;0.100670;;9.933446;;;;;119.04;;;;;TDB;;;;;;;;;;;;;;;;;4.000;4.587;-9.47;-0.318;3.334;6.314;GC:M71(NGC6838)[pqm+21];fast_crafts;040000000000;2021;;;
3123;J1953+2732;J1953+2732;19:53:07.8;+27:32:48.2;;;;54570.00;308.276;47.298;;;64.205;0.059;298.28250000;27.54672222;1.333965;1.77e-15;0.749645;-9.964e-16;;;54570.00;194.20;;;26.300;44.000;TDB;;;0.10;;;;;;;;;;;;;;7.585;7.585;0.20;0.008;6.829;5.199;;palfa,gbncc;002002000000;2013;;;
3124;J1953+2819;J1953+2819;19:53:35.2;+28:19:39.5;;;;58094.00;308.745;48.019;;;64.926;0.374;298.39682500;28.32764444;1.011002;2.14e-15;0.989117;-2.095e-15;;;58094.00;199.00;;;19.000;;TDB;;;0.05;;;;;;;;;;;;;;7.552;7.552;1.30;0.049;6.840;5.300;;palfa;000002000000;2022;;;
3125;J1953+30;J1953+30;19:53:48;+30:13;;;;;309.641;49.815;;;66.570;1.306;298.45000000;30.21666667;1.271200;;0.786658;;;;;43.61;;;51.000;;TDB;;;;;;;;;;;;;;;;;2.968;2.968;0.99;0.068;2.723;7.320;;misc,lotaas;020000400000;2017;;;
3126;J1954+1021;J1954+1021;19:54:36.8;+10:21:10.5;;;;57393.00;303.211;30.548;;;49.523;-8.995;298.65333333;10.35291667;2.099440;1.73e-15;0.476317;-3.936e-16;;;57393.00;80.87;;;65.200;;TDB;;;;;;;;;;;;;;;;;4.280;4.280;-12.64;-0.669;3.216;5.756;;gbncc;002000000000;2018;;;
3127;J1954+2407;J1954+2407;19:54:00.3;+24:07:14.0;;;;56700.00;307.221;43.946;;;61.367;-1.872;298.50155833;24.12055556;0.193405;1.06e-15;5.170509;-2.824e-14;;;56700.00;80.50;;;2.500;;TDB;;;0.10;;;;;;;;;;;;;;4.176;4.176;-2.63;-0.136;3.663;6.500;;palfa;000002000000;2017;;;
3128;J1954+2529;J1954+2529;19:54:19.7;+25:29:27.3;;;;58104.00;307.834;45.247;;;62.580;-1.229;298.58215000;25.49092778;0.931210;1.26e-15;1.073872;-1.452e-15;;;58104.00;182.70;;;16.000;;TDB;;;0.06;;DD;58094.3699;82.7173;71.6248;78.55;1.140e-01;;;;0.6038;0.7260;;7.803;7.803;-3.92;-0.167;6.925;4.907;;palfa;000002000000;2022;;1;
3129;J1954+2836;J1954+2836;19:54:19.1;+28:36:06;;;;54800.00;309.093;48.236;;;65.244;0.377;298.57979167;28.60166667;0.092709;2.12e-14;10.786433;-2.462e-12;;;54800.00;;;;;;TDB;;;;;;;;;;;;;;;;;1.960;;;0.013;1.780;7.679;GRS:4FGL_J1954.3+2836[aab+22];FermiBlind;000004000000;2010;NRAD[aab+22];;
3130;B1952+29;J1954+2923;19:54:22.5;+29:23:17.2;25.000;-36.000;;48719.00;309.453;48.986;;;65.924;0.772;298.59397500;29.38813611;0.426677;1.71e-18;2.343694;-9.396e-18;-2.800e-28;;48719.00;7.93;;-16.00;6.000;17.700;TDB;0.00;6.60;8.00;;;;;;;;;;;;;;0.536;0.536;0.11;0.007;0.489;8.281;;jb1,jb2,gb3,palfa,lotaas;020002000302;1970;;;
3131;J1954+3852;J1954+3852;19:54:01.0;+38:52:15.8;;;;57485.00;314.500;57.988;;;74.043;5.699;298.50451250;38.87107778;0.352933;6.60e-15;2.833395;-5.298e-14;;;57485.00;65.36;;;4.000;10.000;TDB;;;;;;;;;;;;;;;;;4.663;4.663;6.49;0.463;4.461;7.224;;gbncc;002000000000;2018;;;
3132;J1954+4357;J1954+4357;19:54:38.4;+43:57:37.3;;;;56550.00;318.692;62.639;;;78.527;8.169;298.66020738;43.96037945;1.387041;2.20e-15;0.720959;-1.145e-15;;;56550.00;130.30;;;100.000;136.000;TDB;;;;;;;;;;;;;;;;;10.092;10.092;18.51;1.434;9.790;6.513;;gbncc,lotaas;022000000000;2014;;;
3133;J1955-0907;J1955-0907;19:55:57;-09:07:14;;;;;299.220;11.427;;;31.965;-18.444;298.98750000;-9.12055556;0.484000;;2.066116;;;;;72.00;;;;;TDB;;;;;;;;;;;;;;;;;8.226;8.226;-22.78;-2.603;4.131;1.880;;gbncc;002000000000;2020;RRAT[mss+20];;
3134;J1955+2527;J1955+2527;19:55:59.3;+25:27:03.4;-1.900;-2.400;;54800.00;308.331;45.107;;;62.740;-1.571;298.99748012;25.45095639;0.004873;9.12e-21;205.222255;-3.840e-16;;;54800.00;209.96;;;;;TDB;;;0.23;;;;;;;;;;;;;;8.176;8.176;-5.76;-0.224;7.265;4.757;;palfa;000002000000;2012;;;
3135;B1953+29;J1955+2908;19:55:27.8;+29:08:43.4;-0.984;-4.051;-0.100;56833.00;309.691;48.685;-2.120;-3.590;65.839;0.443;298.86614693;29.14539814;0.006133;2.97e-20;163.047913;-7.906e-16;;;56833.00;104.49;;15.30;0.650;1.400;TDB;;12.00;0.98;;DD;56791.2470;117.3491;31.4127;29.48;3.302e-04;;;;0.1780;0.2083;He[gsf+11];6.304;6.304;0.81;0.049;5.752;5.920;;misc,gbncc;002000400000;1983;;;
3136;J1955+2912g;J1955+2912g;19:55:23;+29:12;;;;;309.690;48.742;;;65.877;0.487;298.84583333;29.20000000;0.279510;;3.577690;;;;;193.00;;;;;TDB;;;0.01;;;;;;;;;;;;;;7.383;7.383;1.64;0.063;6.738;5.483;;fast_gpps;100000000000;2021;;;
3137;J1955+2930;J1955+2930;19:55:07.5;+29:30:49.8;;;;57822.00;309.747;49.059;;;66.116;0.697;298.78136250;29.51383333;1.073878;3.36e-15;0.931205;-2.911e-15;;;57822.00;212.40;;;24.000;;TDB;;;0.07;;;;;;;;;;;;;;7.540;7.540;2.58;0.092;6.894;5.447;;palfa,fast_gpps;100002000000;2022;;;
3138;B1953+50;J1955+5059;19:55:18.7;+50:59:55.2;-23.000;54.000;;48741.00;327.046;68.799;;;84.793;11.553;298.82818208;50.99869222;0.518938;1.37e-15;1.927013;-5.096e-15;-9.820e-27;;48741.00;31.98;;-23.84;6.000;13.200;TDB;0.00;26.00;4.00;;;;;;;;;;;;;;2.186;2.186;6.41;0.438;2.133;8.306;;gb1,gb2,gb4,lotaas,gbncc;022000010060;1978;;2;
3139;J1955+6708;J1955+6708;19:55:38.7;+67:08:15.1;-3.000;10.000;;56600.00;16.178;78.721;;;99.682;18.938;298.91152899;67.13753627;0.008565;1.26e-20;116.748695;-1.717e-16;;;56600.00;57.15;;;1.000;1.000;TDB;;;;;;;;;;;;;;;;;5.304;5.304;18.55;1.721;4.945;9.344;;gbncc;002000000000;2014;;;
3140;J1956+07;J1956+07;19:56:35;+07:16;;;;57022.00;302.978;27.430;;;47.046;-10.947;299.14583333;7.26666667;5.012480;;0.199502;;;;57022.00;61.30;;;125.000;;TDB;;;;;;;;;;;;;;;;;3.163;3.163;-11.64;-0.601;2.273;6.384;;ar327;001000000000;2016;;;
3141;J1956+0838;J1956+0838;19:56:52.2;+08:38:16.8;;;;51650.00;303.399;28.753;;;48.295;-10.331;299.21775000;8.63800000;0.303911;2.20e-16;3.290438;-2.381e-15;;;51650.00;67.09;;-113.50;13.000;27.000;TDB;;;0.80;;;;;;;;;;;;;;3.538;3.538;-12.03;-0.634;2.599;6.184;;pkssw;000000100000;2001;;;
3142;J1956-2752;J1956-2752;19:56:28;-27:52:56;;;;56657.00;295.679;-7.002;;;13.259;-25.688;299.11666667;-27.88222222;0.260014;;3.845941;;;;56657.00;45.69;;;;;TDB;;;;;;;;;;;;;;;;;3.756;3.756;-19.81;-1.628;0.776;5.205;;gbncc;002000000000;2015;RRAT[kkl+15];;
3143;J1956+2826g;J1956+2826g;19:56:47;+28:26;;;;;309.796;47.919;;;65.381;-0.173;299.19583333;28.43333333;0.071790;;13.929517;;;;;112.00;;;;;TDB;;;0.01;;;;;;;;;;;;;;6.481;6.481;-0.34;-0.020;5.892;5.800;;fast_gpps;100000000000;2021;;;
3144;J1956+2911g;J1956+2911g;19:56:36;+29:11;;;;;310.067;48.648;;;66.000;0.251;299.15000000;29.18333333;3.816000;;0.262055;;;;;265.00;;;;;TDB;;;;;;;;;;;;;;;;;8.035;8.035;1.16;0.035;7.340;5.232;;fast_gpps;100000000000;2023;RRAT[zhx+23];;
3145;J1957-0002;J1957-0002;19:57:42.6;-00:02:06.8;;;;57674.00;301.577;20.236;;;40.625;-14.718;299.42758333;-0.03522222;0.965096;8.05e-16;1.036166;-8.643e-16;;;57674.00;38.44;;;15.600;28.400;TCB;;;;;;;;;;;;;;;;;1.789;1.789;-9.77;-0.455;1.127;7.187;;lotaas;020000000000;2019;;;
3146;J1957+2516;J1957+2516;19:57:34.6;+25:16:02.0;;;;56408.00;308.747;44.832;;;62.769;-1.973;299.39421458;25.26724333;0.003962;2.74e-20;252.419737;-1.748e-15;;;56408.00;44.14;;;;;TDB;;;0.02;;ELL1;;0.2381;0.2833;45.00;2.828e-05;56407.8681;2.000e-05;2.000e-05;0.0966;0.1123;UL(?)[sab+16];2.659;2.659;-1.52;-0.092;2.363;7.284;GRS:4FGL_J1957.3+2517[aab+22];palfa,FermiAssoc;000022000000;2015;HE[lbh+15,aab+22];;
3147;J1957+2831;J1957+2831;19:57:19.3;+28:31:43.8;;;;51429.00;310.007;47.976;;;65.524;-0.225;299.33082176;28.52884511;0.307683;3.11e-15;3.250100;-3.285e-14;-7.300e-26;;51429.00;138.99;;-43.70;8.000;19.000;TDB;;;1.00;;;;;;;;;;;;;;6.891;6.891;-0.55;-0.027;6.272;5.645;SNR:G65.1+0.6(?)[tl06];misc,palfa,gbncc;002002400000;1998;;4;
3148;J1957+5033;J1957+5033;19:57:38.9;+50:33:18;;;;55555.00;327.261;68.227;;;84.584;11.013;299.41208333;50.55500000;0.374807;7.08e-15;2.668042;-5.043e-14;;;55555.00;;;;;;TCB;;;;;;;;;;;;;;;;;1.365;;;0.261;1.334;8.374;GRS:4FGL_J1957.6+5033[aab+22];FermiBlind;000004000000;2010;NRAD[aab+22];;
3149;J1958+2846;J1958+2846;19:58:40.0;+28:45:54;;;;54800.00;310.533;48.116;;;65.879;-0.353;299.66695833;28.76500000;0.290389;2.12e-13;3.443654;-2.514e-12;3.000e-23;;54800.00;;;;;;TDB;;;;;;;;;;;;;;;;;1.950;;;-0.012;1.780;7.703;GRS:4FGL_J1958.7+2846[aab+22];FermiBlind;000004000000;2009;NRAD[aab+22];;
3150;J1958+3033;J1958+3033;19:58:06.8;+30:33:52.7;;;;57683.00;311.179;49.869;;;67.350;0.691;299.52841667;30.56463889;1.098581;6.46e-15;0.910265;-5.351e-15;;;57683.00;201.90;;;13.000;;TDB;;;0.03;;;;;;;;;;;;;;7.266;7.266;2.43;0.088;6.705;5.702;;palfa;000002000000;2018;;;
3151;J1958+56;J1958+56;19:58:00;+56:49;;;;;338.872;73.206;;;90.216;14.012;299.50000000;56.81666667;0.311800;;3.207184;;;;;58.10;;;16.000;;TDB;;;;;;;;;;;;;;;;;4.342;4.342;14.07;1.051;4.213;8.516;;lotaas;020000000000;2019;;;
3152;B1957+20;J1959+2048;19:59:36.7;+20:48:15.1;-16.000;-25.800;;48196.00;307.736;40.406;;;59.197;-4.697;299.90320783;20.80420061;0.001607;1.69e-20;622.122031;-6.522e-15;5.500e-26;;48196.00;29.11;;-68.40;0.035;0.065;TDB;0.00;20.00;0.29;;BT;48196.0635;0.3820;0.0892;;0.000e+00;;;;0.0214;0.0248;UL[rcf+06];1.400;1.729;-2.38;-0.115;1.198;7.785;GRS:4FGL_J1959.5+2048[aab+22],XRS:[hb07a;ar3,FermiBlind;000004002000;1988;HE[aaa+10g];;
3153;J1959+3620;J1959+3620;19:59:38.0;+36:20:29.1;;;;56100.00;314.769;55.229;;;72.444;3.442;299.90845833;36.34141667;0.406081;3.60e-17;2.462562;-2.183e-16;;;56100.00;273.00;;;;;TDB;;;0.40;;;;;;;;;;;;;;10.888;10.888;16.39;0.654;10.362;5.222;;htru_eff;000400000000;2013;;;
3154;J2000+2920;J2000+2920;20:00:16.5;+29:20:07.4;;;;58196.00;311.293;48.555;;;66.549;-0.353;300.06878333;29.33540833;3.073783;3.74e-14;0.325332;-3.962e-15;;;58196.00;132.30;;;26.000;;TDB;;;0.10;;;;;;;;;;;;;;6.684;6.684;-0.81;-0.041;6.132;5.840;;palfa,fast_gpps,lotaas,gbncc;122002000000;2018;;;
3155;J2001-0349;J2001-0349;20:01:53.3;-03:49:43.5;;;;57383.00;301.816;16.308;;;37.635;-17.406;300.47212500;-3.82875000;1.344724;1.12e-16;0.743647;-6.200e-17;;;57383.00;67.00;;-79.00;83.000;;TCB;;;0.28;;;;;;;;;;;;;;5.961;5.961;-20.04;-1.783;3.473;3.996;;pks_superb;010000000000;2020;;;
3156;J2001+0701;J2001+0701;20:01:50.9;+07:01:39.6;;;;58907.55;304.350;26.907;;;47.494;-12.201;300.46232900;7.02767917;0.006820;1.44e-20;146.628457;-3.092e-16;;;58907.55;63.31;;-108.70;;;TDB;;;0.23;;ELL1;58754.6814;5.2271;2.2303;304.89;2.255e-05;;-1.850e-05;1.290e-05;0.0970;0.1128;He[mzl+23];3.782;3.782;-13.38;-0.799;2.725;6.002;;fast_crafts;040000000000;2023;;;
3157;J2001+4209g;J2001+4209g;20:01:39;+42:09;;;;;319.576;60.462;;;77.620;6.143;300.41250000;42.15000000;;;;;;;;153.00;;;;;TDB;;;;;;;;;;;;;;;;;9.326;9.326;16.37;0.998;9.057;6.512;;fast_gpps;100000000000;2023;RRAT[zhx+23];;
3158;J2001+4258;J2001+4258;20:01:10.5;+42:58:06.2;;;;56500.00;320.107;61.243;;;78.277;6.643;300.29412722;42.96840495;0.719166;1.73e-14;1.390499;-3.350e-14;;;56500.00;54.93;;;11.000;20.000;TDB;;;;;;;;;;;;;;;;;3.757;3.757;6.35;0.435;3.654;7.742;;gbncc,lotaas;022000000000;2014;;;
3159;J2002+1637;J2002+1637;20:02:47.7;+16:37:16.7;;;;49079.50;307.300;36.170;;;55.998;-7.517;300.69904167;16.62130556;0.276497;2.25e-16;3.616669;-2.943e-15;;;49079.50;94.58;;-41.30;4.000;16.000;TDB;;0.40;;;;;;;;;;;;;;;4.897;4.897;-12.37;-0.641;4.025;5.785;;ar3,ar4;000000022000;1995;;;
3160;J2002+30;J2002+30;20:02:58;+30:35;;;;49717.00;312.725;49.564;;;67.917;-0.187;300.74166667;30.58333333;0.421794;;2.370826;;;;49717.00;187.80;;;26.000;79.000;TDB;;;;;;;;;;;;;;;;;7.020;7.020;-0.61;-0.023;6.505;5.861;;ar4,palfa,gbncc;002002020000;1996;;;
3161;B2000+32;J2002+3217;20:02:04.4;+32:17:18.3;;;;49444.00;313.292;51.241;;;69.261;0.879;300.51843645;32.28841961;0.696761;1.05e-13;1.435213;-2.166e-13;-8.700e-25;;49444.00;142.21;;-90.20;17.500;40.500;TDB;0.00;5.50;1.20;;;;;;;;;;;;;;6.458;6.458;2.18;0.099;6.039;6.213;;jb2,palfa;000002000100;1986;;;
3162;B2000+40;J2002+4050;20:02:44.0;+40:50:53.9;-10.747;-7.906;;49887.00;318.904;59.189;-13.000;-3.000;76.611;5.288;300.68346020;40.84830733;0.905067;1.74e-15;1.104891;-2.123e-15;-2.180e-27;;49887.00;131.49;;145.00;24.800;46.700;TDB;;53.00;4.90;;;;;;;;;;;;;;6.391;6.391;12.12;0.589;6.191;7.026;;gb3,gbncc;002000000200;1985;;;
3163;J2003+2916;J2003+2916;20:03:03.1;+29:16:00.9;;;;57767.00;312.131;48.306;;;66.812;-0.903;300.76330833;29.26693333;1.009877;3.41e-16;0.990220;-3.344e-16;;;57767.00;209.50;;;35.000;;TDB;;;0.20;;;;;;;;;;;;;;7.455;7.455;-3.30;-0.117;6.852;5.565;;palfa,fast_gpps;100002000000;2022;;;
3164;J2004+2653;J2004+2653;20:04:59.0;+26:53:40.4;;;;56700.00;311.678;45.916;;;65.030;-2.527;301.24591667;26.89455556;0.665879;5.67e-17;1.501775;-1.279e-16;;;56700.00;160.00;;;14.800;;TDB;;;0.06;;;;;;;;;;;;;;7.665;7.665;-7.06;-0.338;6.942;5.267;;palfa;000002000000;2017;;;
3165;B2002+31;J2004+3137;20:04:52.2;+31:37:10.0;-1.496;-11.080;;49723.00;313.839;50.416;-5.000;-10.000;69.011;0.021;301.21785974;31.61944754;2.111265;7.46e-14;0.473650;-1.672e-14;-1.100e-27;;49723.00;234.82;;31.50;21.300;40.400;TDB;0.00;14.50;1.80;;;;;;;;;;;;;;8.000;7.264;0.09;0.003;7.469;5.634;;jb1,jb2,gb3,palfa;000002000302;1970;;;
3166;J2004+3429;J2004+3429;20:04:46.9;+34:29:17.7;;;;56100.00;315.357;53.127;;;71.425;1.571;301.19570833;34.48825000;0.240953;2.07e-13;4.150193;-3.562e-12;;;56100.00;351.00;;;;;TDB;;;0.11;;;;;;;;;;;;;;10.783;10.783;9.62;0.296;10.217;5.066;;htru_eff;000400000000;2013;;;
3167;J2005-0020;J2005-0020;20:05:43.7;-00:20:21.9;;;;50852.00;303.590;19.510;;;41.331;-16.629;301.43229006;-0.33942877;2.279661;2.57e-14;0.438662;-4.938e-15;7.800e-28;;50852.00;35.93;;-64.90;45.000;62.000;TDB;;8.00;0.70;;;;;;;;;;;;;;1.835;1.835;-10.28;-0.525;1.161;7.180;;pks70,lotaas,gbncc;022000004000;1996;;1;
3168;J2005+3154g;J2005+3154g;20:05:19;+31:54;;;;;314.123;50.651;;;69.298;0.091;301.32916667;31.90000000;;;;;;;;225.00;;;;;TDB;;;;;;;;;;;;;;;;;7.128;7.128;0.36;0.011;6.668;5.980;;fast_gpps;100000000000;2023;RRAT[zhx+23];;
3169;J2005+3156g;J2005+3156g;20:05:30;+31:56;;;;;314.199;50.670;;;69.347;0.076;301.37500000;31.93333333;2.146000;;0.465983;;;;;337.00;;;;;TDB;;;;;;;;;;;;;;;;;10.711;10.711;0.45;0.014;10.023;4.722;;fast_gpps;100000000000;2023;RRAT[zhx+23];;
3170;J2005+3411g;J2005+3411g;20:05:45;+34:11;;;;;315.494;52.772;;;71.274;1.239;301.43750000;34.18333333;0.651050;;1.535980;;;;;489.00;;;;;TDB;;;0.08;;;;;;;;;;;;;;17.294;17.294;10.58;0.374;16.375;2.949;;fast_gpps;100000000000;2021;;;
3171;J2005+3547;J2005+3547;20:05:17.4;+35:47:25.4;;;;54540.00;316.289;54.311;;;72.581;2.180;301.32288750;35.79038889;0.615034;2.81e-16;1.625927;-7.423e-16;;;54540.00;401.60;;;20.800;;TDB;;;0.25;;;;;;;;;;;;;;13.558;13.558;15.28;0.516;12.927;4.444;;palfa;000002000000;2013;;;
3172;J2005+3552;J2005+3552;20:05:47.5;+35:52:24.3;;;;56100.00;316.502;54.353;;;72.706;2.139;301.44791667;35.87341667;0.307943;2.99e-15;3.247355;-3.153e-14;;;56100.00;455.00;;;;;TDB;;;0.21;;;;;;;;;;;;;;14.652;14.652;16.98;0.547;13.980;4.147;;htru_eff;000400000000;2013;;;
3173;J2006+0148;J2006+0148;20:06:29.0;+01:48:53.9;;;;57243.00;304.298;21.568;;;43.395;-15.763;301.62105375;1.81497750;0.002164;3.30e-21;462.201872;-7.060e-16;;;57243.00;43.58;;;;;TDB;;;;;ELL1;;0.6514;0.8427;73.27;2.120e-05;57243.4389;2.030e-05;6.100e-06;0.1505;0.1757;He[drc+21];2.437;2.437;-11.84;-0.662;1.611;6.796;GRS:4FGL_J2006.4+0147[aab+22];FermiAssoc;000020000000;2021;HE[drc+21];;
3174;B2003-08;J2006-0807;20:06:16.3;-08:07:02.1;-6.190;-10.590;0.380;56000.00;301.980;11.886;;;34.101;-20.304;301.56818750;-8.11726861;0.580871;4.60e-17;1.721552;-1.364e-16;-4.800e-27;;49766.00;32.39;;-62.00;76.000;97.000;TDB;0.00;20.00;4.70;;;;;;;;;;;;;;2.000;1.706;-11.24;-0.694;1.052;6.947;;mol2,pkssw;000000100010;1978;;;
3175;J2006+22;J2006+22;20:06:36;+22:04;;;;;310.253;41.185;;;61.134;-5.415;301.65000000;22.06666667;1.741900;;0.574086;;;;;130.56;;;35.000;;TDB;;;;;;;;;;;;;;;;;9.140;9.140;-12.32;-0.863;7.969;4.107;;lotaas,gbncc;022000000000;2019;;;
3176;J2006+3102;J2006+3102;20:06:11.0;+31:02:03;;;;54800.00;313.958;49.772;;;68.667;-0.530;301.54583333;31.03416667;0.163695;2.49e-14;6.108913;-9.282e-13;;;54800.00;107.16;;;11.800;;TDB;;;0.27;;;;;;;;;;;;;;6.035;6.035;-0.99;-0.056;5.621;6.305;GRS:4FGL_J2006.2+3102[aab+22];palfa,FermiAssoc;000022000000;2013;HE[nab+13,aab+22];;
3177;J2006+4058;J2006+4058;20:06:39.0;+40:58:53.4;;;;58582.00;320.328;59.014;;;77.118;4.731;301.66290833;40.98152222;0.499695;2.84e-16;2.001221;-1.138e-15;;;58582.00;259.50;;;11.200;19.000;TDB;;;;;;;;;;;;;;;;;12.650;12.650;21.40;1.043;12.290;5.689;;fast_crafts;040000000000;2021;;;
3178;J2007+0809;J2007+0809;20:07:13.5;+08:09:33;;;;51650.00;306.103;27.700;;;49.180;-12.787;301.80625000;8.15916667;0.325724;1.37e-16;3.070080;-1.291e-15;;;51650.00;53.39;;-133.30;84.000;;TDB;;;;;;;;;;;;;;;;;3.040;3.040;-11.82;-0.673;2.244;6.562;;pkssw,lotaas;020000100000;2001;;;
